patch_20286776 install log: 
backing up /brmapp/portal/7.5/xsd/bus_params_to_rerate.xsl, /brmapp/portal/7.5/xsd/bus_params_to_rerate.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_to_rerate.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_to_subscription.xsl, /brmapp/portal/7.5/xsd/bus_params_to_subscription.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_to_subscription.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_to_billing.xsl, /brmapp/portal/7.5/xsd/bus_params_to_billing.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_to_billing.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_to_act.xsl, /brmapp/portal/7.5/xsd/bus_params_to_act.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_to_act.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_to_rating.xsl, /brmapp/portal/7.5/xsd/bus_params_to_rating.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_to_rating.xsl 
backing up /brmapp/portal/7.5/xsd/config_item_tags.xsd, /brmapp/portal/7.5/xsd/config_item_tags.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/config_item_tags.xsd 
backing up /brmapp/portal/7.5/xsd/bus_params_rating.xsl, /brmapp/portal/7.5/xsd/bus_params_rating.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_rating.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_rerate.xsd, /brmapp/portal/7.5/xsd/bus_params_rerate.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_rerate.xsd 
backing up /brmapp/portal/7.5/xsd/bus_params_act.xsl, /brmapp/portal/7.5/xsd/bus_params_act.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_act.xsl 
backing up /brmapp/portal/7.5/xsd/config_item_types.xsd, /brmapp/portal/7.5/xsd/config_item_types.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/config_item_types.xsd 
backing up /brmapp/portal/7.5/xsd/config_object.xsd, /brmapp/portal/7.5/xsd/config_object.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/config_object.xsd 
backing up /brmapp/portal/7.5/xsd/bus_params_AR.xsd, /brmapp/portal/7.5/xsd/bus_params_AR.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_AR.xsd 
backing up /brmapp/portal/7.5/xsd/bus_params_to_AR.xsl, /brmapp/portal/7.5/xsd/bus_params_to_AR.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_to_AR.xsl 
backing up /brmapp/portal/7.5/xsd/bus_params_subscription.xsd, /brmapp/portal/7.5/xsd/bus_params_subscription.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_subscription.xsd 
backing up /brmapp/portal/7.5/xsd/bus_params_billing.xsd, /brmapp/portal/7.5/xsd/bus_params_billing.xsd.20286776.bak 
deploying affected file /brmapp/portal/7.5/xsd/bus_params_billing.xsd 
backing up /brmapp/portal/7.5/jars/pfc.jar, /brmapp/portal/7.5/jars/pfc.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/pfc.jar 
backing up /brmapp/portal/7.5/jars/serializer.jar, /brmapp/portal/7.5/jars/serializer.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/serializer.jar 
backing up /brmapp/portal/7.5/jars/storableclasstoxml.jar, /brmapp/portal/7.5/jars/storableclasstoxml.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/storableclasstoxml.jar 
backing up /brmapp/portal/7.5/jars/formatter.jar, /brmapp/portal/7.5/jars/formatter.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/formatter.jar 
backing up /brmapp/portal/7.5/jars/pcmext.jar, /brmapp/portal/7.5/jars/pcmext.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/pcmext.jar 
backing up /brmapp/portal/7.5/jars/virtualcolumns.jar, /brmapp/portal/7.5/jars/virtualcolumns.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/virtualcolumns.jar 
backing up /brmapp/portal/7.5/jars/loadpricelist.jar, /brmapp/portal/7.5/jars/loadpricelist.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/loadpricelist.jar 
backing up /brmapp/portal/7.5/jars/WSDLGenerator.jar, /brmapp/portal/7.5/jars/WSDLGenerator.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/WSDLGenerator.jar 
backing up /brmapp/portal/7.5/jars/eai.jar, /brmapp/portal/7.5/jars/eai.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/eai.jar 
backing up /brmapp/portal/7.5/jars/pcm.jar, /brmapp/portal/7.5/jars/pcm.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/pcm.jar 
backing up /brmapp/portal/7.5/jars/agentsimulator.jar, /brmapp/portal/7.5/jars/agentsimulator.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/agentsimulator.jar 
backing up /brmapp/portal/7.5/jars/ExpandCompactEventSet.jar, /brmapp/portal/7.5/jars/ExpandCompactEventSet.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/ExpandCompactEventSet.jar 
backing up /brmapp/portal/7.5/jars/xercesImpl.jar, /brmapp/portal/7.5/jars/xercesImpl.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/xercesImpl.jar 
backing up /brmapp/portal/7.5/jars/js.jar, /brmapp/portal/7.5/jars/js.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/js.jar 
backing up /brmapp/portal/7.5/jars/batch.jar, /brmapp/portal/7.5/jars/batch.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/batch.jar 
backing up /brmapp/portal/7.5/jars/rel.jar, /brmapp/portal/7.5/jars/rel.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/rel.jar 
backing up /brmapp/portal/7.5/jars/pxslt.jar, /brmapp/portal/7.5/jars/pxslt.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/pxslt.jar 
backing up /brmapp/portal/7.5/jars/xmlParserAPIs.jar, /brmapp/portal/7.5/jars/xmlParserAPIs.jar.20286776.bak 
deploying affected file /brmapp/portal/7.5/jars/xmlParserAPIs.jar 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_pin_billd.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_pin_billd.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_pin_billd.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_oracle_functions.pl, /brmapp/portal/7.5/setup/scripts/pin_oracle_functions.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_oracle_functions.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cnf_cm.pl, /brmapp/portal/7.5/setup/scripts/pin_cnf_cm.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cnf_cm.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_sox_unlock_service.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_sox_unlock_service.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_sox_unlock_service.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_qm_port.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_qm_port.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_qm_port.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_pin_collections.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_pin_collections.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_pin_collections.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_rel.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_rel.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_rel.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_dm_db.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_dm_db.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_dm_db.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_gen_classid_values.pl, /brmapp/portal/7.5/setup/scripts/pin_gen_classid_values.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_gen_classid_values.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_bip_udf.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_bip_udf.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_bip_udf.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_ecr_pci.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_ecr_pci.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_ecr_pci.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_cm.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_cm.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_cm.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_virtual_col.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_virtual_col.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_virtual_col.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_uei.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_uei.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_uei.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_gsm.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_gsm.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_gsm.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_cmt.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_cmt.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_cmt.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_storable_class_to_xml.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_storable_class_to_xml.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_storable_class_to_xml.pl 
backing up /brmapp/portal/7.5/setup/scripts/pin_cmp_dm_oracle.pl, /brmapp/portal/7.5/setup/scripts/pin_cmp_dm_oracle.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/setup/scripts/pin_cmp_dm_oracle.pl 
backing up /brmapp/portal/7.5/sys/dm_aq/libplugin_aq10g.so, /brmapp/portal/7.5/sys/dm_aq/libplugin_aq10g.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_aq/libplugin_aq10g.so 
backing up /brmapp/portal/7.5/sys/dm_aq/libdm_eai.so, /brmapp/portal/7.5/sys/dm_aq/libdm_eai.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_aq/libdm_eai.so 
backing up /brmapp/portal/7.5/sys/dm_aq/libplugin_aq11g.so, /brmapp/portal/7.5/sys/dm_aq/libplugin_aq11g.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_aq/libplugin_aq11g.so 
backing up /brmapp/portal/7.5/sys/dm_aq/aq_queuenames, /brmapp/portal/7.5/sys/dm_aq/aq_queuenames.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_aq/aq_queuenames 
backing up /brmapp/portal/7.5/sys/cm/taxcodes_map, /brmapp/portal/7.5/sys/cm/taxcodes_map.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/cm/taxcodes_map 
backing up /brmapp/portal/7.5/sys/cm/cm_login_null.so, /brmapp/portal/7.5/sys/cm/cm_login_null.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/cm/cm_login_null.so 
backing up /brmapp/portal/7.5/sys/cm/cm_login_pw001.so, /brmapp/portal/7.5/sys/cm/cm_login_pw001.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/cm/cm_login_pw001.so 
backing up /brmapp/portal/7.5/sys/cmmp/cmmp_v1.so, /brmapp/portal/7.5/sys/cmmp/cmmp_v1.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/cmmp/cmmp_v1.so 
backing up /brmapp/portal/7.5/sys/dm_prov_telco/dm_prov_telco.so, /brmapp/portal/7.5/sys/dm_prov_telco/dm_prov_telco.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_prov_telco/dm_prov_telco.so 
backing up /brmapp/portal/7.5/sys/data/config/bus_params_rating.xml, /brmapp/portal/7.5/sys/data/config/bus_params_rating.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/bus_params_rating.xml 
backing up /brmapp/portal/7.5/sys/data/config/pin_config_rtp_trim_flist.xml, /brmapp/portal/7.5/sys/data/config/pin_config_rtp_trim_flist.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/pin_config_rtp_trim_flist.xml 
backing up /brmapp/portal/7.5/sys/data/config/pin_notify, /brmapp/portal/7.5/sys/data/config/pin_notify.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/pin_notify 
backing up /brmapp/portal/7.5/sys/data/config/bus_params_billing.xml, /brmapp/portal/7.5/sys/data/config/bus_params_billing.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/bus_params_billing.xml 
backing up /brmapp/portal/7.5/sys/data/config/pin_suspense_reason_code, /brmapp/portal/7.5/sys/data/config/pin_suspense_reason_code.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/pin_suspense_reason_code 
backing up /brmapp/portal/7.5/sys/data/config/edr_field_mapping.xml, /brmapp/portal/7.5/sys/data/config/edr_field_mapping.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/edr_field_mapping.xml 
backing up /brmapp/portal/7.5/sys/data/config/bus_params_subscription.xml, /brmapp/portal/7.5/sys/data/config/bus_params_subscription.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/bus_params_subscription.xml 
backing up /brmapp/portal/7.5/sys/data/config/bus_params_AR.xml, /brmapp/portal/7.5/sys/data/config/bus_params_AR.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/bus_params_AR.xml 
backing up /brmapp/portal/7.5/sys/data/config/bus_params_act.xml, /brmapp/portal/7.5/sys/data/config/bus_params_act.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/bus_params_act.xml 
backing up /brmapp/portal/7.5/sys/data/config/bus_params_rerate.xml, /brmapp/portal/7.5/sys/data/config/bus_params_rerate.xml.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/bus_params_rerate.xml 
backing up /brmapp/portal/7.5/sys/data/config/stylesheets/sample1.xsl, /brmapp/portal/7.5/sys/data/config/stylesheets/sample1.xsl.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/config/stylesheets/sample1.xsl 
backing up /brmapp/portal/7.5/sys/data/pricing/example/pin_beid, /brmapp/portal/7.5/sys/data/pricing/example/pin_beid.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/pricing/example/pin_beid 
backing up /brmapp/portal/7.5/sys/data/pricing/example/pin_rum, /brmapp/portal/7.5/sys/data/pricing/example/pin_rum.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/data/pricing/example/pin_rum 
backing up /brmapp/portal/7.5/sys/msgs/suspense_reason_code/suspense_reason_code.en_US, /brmapp/portal/7.5/sys/msgs/suspense_reason_code/suspense_reason_code.en_US.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/msgs/suspense_reason_code/suspense_reason_code.en_US 
backing up /brmapp/portal/7.5/sys/msgs/reasoncodes/reasons.en_US, /brmapp/portal/7.5/sys/msgs/reasoncodes/reasons.en_US.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/msgs/reasoncodes/reasons.en_US 
backing up /brmapp/portal/7.5/sys/msgs/errorcodes/errors.en_US, /brmapp/portal/7.5/sys/msgs/errorcodes/errors.en_US.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/msgs/errorcodes/errors.en_US 
backing up /brmapp/portal/7.5/sys/dd/data/dd_objects_reservation.source, /brmapp/portal/7.5/sys/dd/data/dd_objects_reservation.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/dd_objects_reservation.source 
backing up /brmapp/portal/7.5/sys/dd/data/dd_objects_collections.source, /brmapp/portal/7.5/sys/dd/data/dd_objects_collections.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/dd_objects_collections.source 
backing up /brmapp/portal/7.5/sys/dd/data/dd_objects.source, /brmapp/portal/7.5/sys/dd/data/dd_objects.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/dd_objects.source 
backing up /brmapp/portal/7.5/sys/dd/data/dd_objects_process_audit.source, /brmapp/portal/7.5/sys/dd/data/dd_objects_process_audit.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/dd_objects_process_audit.source 
backing up /brmapp/portal/7.5/sys/dd/data/init_objects.source, /brmapp/portal/7.5/sys/dd/data/init_objects.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/init_objects.source 
backing up /brmapp/portal/7.5/sys/dd/data/init_objects_collections.source, /brmapp/portal/7.5/sys/dd/data/init_objects_collections.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/init_objects_collections.source 
backing up /brmapp/portal/7.5/sys/dd/data/cmt_clean_old_balances_oracle.sql, /brmapp/portal/7.5/sys/dd/data/cmt_clean_old_balances_oracle.sql.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/cmt_clean_old_balances_oracle.sql 
backing up /brmapp/portal/7.5/sys/dd/data/7.4PS2_create_collections_view_AIA.source, /brmapp/portal/7.5/sys/dd/data/7.4PS2_create_collections_view_AIA.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/7.4PS2_create_collections_view_AIA.source 
backing up /brmapp/portal/7.5/sys/dd/data/update_realtime_batch_cntr_oracle.sql, /brmapp/portal/7.5/sys/dd/data/update_realtime_batch_cntr_oracle.sql.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/update_realtime_batch_cntr_oracle.sql 
backing up /brmapp/portal/7.5/sys/dd/data/drop_tables_collections_oracle.source, /brmapp/portal/7.5/sys/dd/data/drop_tables_collections_oracle.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/drop_tables_collections_oracle.source 
backing up /brmapp/portal/7.5/sys/dd/data/drop_indexes_rel_oracle.source, /brmapp/portal/7.5/sys/dd/data/drop_indexes_rel_oracle.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/drop_indexes_rel_oracle.source 
backing up /brmapp/portal/7.5/sys/dd/data/create_cmt_procedure_oracle.sql, /brmapp/portal/7.5/sys/dd/data/create_cmt_procedure_oracle.sql.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dd/data/create_cmt_procedure_oracle.sql 
backing up /brmapp/portal/7.5/sys/diagnostics/pin_adu_validate/pin_adu_validate, /brmapp/portal/7.5/sys/diagnostics/pin_adu_validate/pin_adu_validate.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/diagnostics/pin_adu_validate/pin_adu_validate 
backing up /brmapp/portal/7.5/sys/dm_oracle/dm_oracle10g64.so, /brmapp/portal/7.5/sys/dm_oracle/dm_oracle10g64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/dm_oracle10g64.so 
backing up /brmapp/portal/7.5/sys/dm_oracle/dm_oracle11g64.so, /brmapp/portal/7.5/sys/dm_oracle/dm_oracle11g64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/dm_oracle11g64.so 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_pin_sequence_oracle.plb, /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_pin_sequence_oracle.plb.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_pin_sequence_oracle.plb 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_indexes.source, /brmapp/portal/7.5/sys/dm_oracle/data/create_indexes.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_indexes.source 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_journal_UTF8.plb, /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_journal_UTF8.plb.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_journal_UTF8.plb 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_journal_AL32UTF8.plb, /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_journal_AL32UTF8.plb.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_pkg_journal_AL32UTF8.plb 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_procedures_UTF8.plb, /brmapp/portal/7.5/sys/dm_oracle/data/create_procedures_UTF8.plb.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_procedures_UTF8.plb 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/drop_indexes.source, /brmapp/portal/7.5/sys/dm_oracle/data/drop_indexes.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/drop_indexes.source 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_actlogin_unlockservice_procedures.plb, /brmapp/portal/7.5/sys/dm_oracle/data/create_actlogin_unlockservice_procedures.plb.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_actlogin_unlockservice_procedures.plb 
backing up /brmapp/portal/7.5/sys/dm_oracle/data/create_procedures_AL32UTF8.plb, /brmapp/portal/7.5/sys/dm_oracle/data/create_procedures_AL32UTF8.plb.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_oracle/data/create_procedures_AL32UTF8.plb 
backing up /brmapp/portal/7.5/sys/dm_ifw_sync/ifw_sync_queuenames, /brmapp/portal/7.5/sys/dm_ifw_sync/ifw_sync_queuenames.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_ifw_sync/ifw_sync_queuenames 
backing up /brmapp/portal/7.5/sys/dm_ifw_sync/libplugin_ifw_sync10g.so, /brmapp/portal/7.5/sys/dm_ifw_sync/libplugin_ifw_sync10g.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_ifw_sync/libplugin_ifw_sync10g.so 
backing up /brmapp/portal/7.5/sys/dm_ifw_sync/libdm_eai.so, /brmapp/portal/7.5/sys/dm_ifw_sync/libdm_eai.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_ifw_sync/libdm_eai.so 
backing up /brmapp/portal/7.5/sys/dm_ifw_sync/libplugin_ifw_sync11g.so, /brmapp/portal/7.5/sys/dm_ifw_sync/libplugin_ifw_sync11g.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_ifw_sync/libplugin_ifw_sync11g.so 
backing up /brmapp/portal/7.5/sys/dm_eai/plugin_flist.so, /brmapp/portal/7.5/sys/dm_eai/plugin_flist.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_eai/plugin_flist.so 
backing up /brmapp/portal/7.5/sys/dm_eai/plugin_http.so, /brmapp/portal/7.5/sys/dm_eai/plugin_http.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_eai/plugin_http.so 
backing up /brmapp/portal/7.5/sys/dm_eai/plugin_xml.so, /brmapp/portal/7.5/sys/dm_eai/plugin_xml.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_eai/plugin_xml.so 
backing up /brmapp/portal/7.5/sys/dm_eai/libdm_eai.so, /brmapp/portal/7.5/sys/dm_eai/libdm_eai.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_eai/libdm_eai.so 
backing up /brmapp/portal/7.5/sys/dm_invoice/data/drop_tables.source, /brmapp/portal/7.5/sys/dm_invoice/data/drop_tables.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_invoice/data/drop_tables.source 
backing up /brmapp/portal/7.5/sys/dm_invoice/data/dd_objects.source, /brmapp/portal/7.5/sys/dm_invoice/data/dd_objects.source.20286776.bak 
deploying affected file /brmapp/portal/7.5/sys/dm_invoice/data/dd_objects.source 
backing up /brmapp/portal/7.5/diagnostics/pin_cfg_bpdump/pin_cfg_bpdump, /brmapp/portal/7.5/diagnostics/pin_cfg_bpdump/pin_cfg_bpdump.20286776.bak 
deploying affected file /brmapp/portal/7.5/diagnostics/pin_cfg_bpdump/pin_cfg_bpdump 
deploying new file /brmapp/portal/7.5/include/ops/ece.h 
deploying new file /brmapp/portal/7.5/apps/pin_inv_doc_gen/invoice_bursting_HIT.plb 
deploying new file /brmapp/portal/7.5/apps/pin_inv_doc_gen/Infranet.properties.sample 
deploying new file /brmapp/portal/7.5/apps/pin_sepa/xsd/pain.008.001.02.xsd 
deploying new file /brmapp/portal/7.5/apps/pin_sepa/xsd/pain.001.001.03.xsd 
deploying new file /brmapp/portal/7.5/apps/pin_sepa/xsd/pain.007.001.02.xsd 
deploying new file /brmapp/portal/7.5/apps/pin_sepa/xsd/pain.002.001.03.xsd 
deploying new file /brmapp/portal/7.5/bin/pin_cc_migrate 
deploying new file /brmapp/portal/7.5/lib/libnzsdk64.so 
deploying new file /brmapp/portal/7.5/lib/libnzsdk.so 
deploying new file /brmapp/portal/7.5/deploy/web_services/wallet/ewallet.p12 
deploying new file /brmapp/portal/7.5/deploy/web_services/wallet/cwallet.sso 
deploying new file /brmapp/portal/7.5/xsd/config_creditor.xsd 
deploying new file /brmapp/portal/7.5/jars/sepa.jar 
deploying new file /brmapp/portal/7.5/sys/cm/pin_fld_mask_file 
deploying new file /brmapp/portal/7.5/sys/data/config/config_creditor.xml 
deploying new file /brmapp/portal/7.5/sys/msgs/newsfeed/newsfeed.en_US 
deploying new file /brmapp/portal/7.5/sys/dm_oracle/data/create_tax_procedures_AL32UTF8.plb 
deploying new file /brmapp/portal/7.5/sys/dm_oracle/data/create_tax_procedures_UTF8.plb 
